folder,video1,offset_Ch1,video2,offset_Ch2,video3,offset_Ch3,VWTimestamp,Description,Code,KP
DATA_20160825194101012,20160825194101012@DVR1_Ch1.asf,58.166,20160825194101481@DVR1_Ch2.asf,57.697,20160825194101824@DVR1_Ch3.asf,57.354,20160825194159178,Debris - Boulder,6.1,4.707
DATA_20160825194101012,20160825194101012@DVR1_Ch1.asf,528.612,20160825194101481@DVR1_Ch2.asf,528.143,20160825194101824@DVR1_Ch3.asf,527.8,20160825194949624,Debris - Boulder,6.1,4.523
DATA_20160825194101012,20160825194101012@DVR1_Ch1.asf,713.214,20160825194101481@DVR1_Ch2.asf,712.745,20160825194101824@DVR1_Ch3.asf,712.402,20160825195254226,Debris - Boulder,6.1,4.4425
DATA_20160825194101012,20160825194101012@DVR1_Ch1.asf,885.057,20160825194101481@DVR1_Ch2.asf,884.588,20160825194101824@DVR1_Ch3.asf,884.245,20160825195546069,Debris - Other soft debris,6.15,4.3727
DATA_20160825194101012,20160825194101012@DVR1_Ch1.asf,1227.182,20160825194101481@DVR1_Ch2.asf,1226.713,20160825194101824@DVR1_Ch3.asf,1226.37,20160825200128194,Debris - Boulder,6.1,4.2346
DATA_20160825194101012,20160825194101012@DVR1_Ch1.asf,1277.702,20160825194101481@DVR1_Ch2.asf,1277.233,20160825194101824@DVR1_Ch3.asf,1276.89,20160825200218714,Debris - Boulder,6.1,4.216
DATA_20160825194101012,20160825194101012@DVR1_Ch1.asf,1356.223,20160825194101481@DVR1_Ch2.asf,1355.754,20160825194101824@DVR1_Ch3.asf,1355.411,20160825200337235,Debris - Boulder,6.1,4.184
DATA_20160825194101012,20160825194101012@DVR1_Ch1.asf,1410.664,20160825194101481@DVR1_Ch2.asf,1410.195,20160825194101824@DVR1_Ch3.asf,1409.852,20160825200431676,Debris - Boulder,6.1,4.164
DATA_20160824223939002,20160824223939002@DVR1_Ch1.asf,108.458,20160824223939470@DVR1_Ch2.asf,107.99,20160824223940220@DVR1_Ch3.asf,107.24,20160824224127460,Field Joint,2,23.6019
DATA_20160824223939002,20160824223939002@DVR1_Ch1.asf,205.139,20160824223939470@DVR1_Ch2.asf,204.671,20160824223940220@DVR1_Ch3.asf,203.921,20160824224304141,Exposure - Start,7.1,23.5622
DATA_20160824223939002,20160824223939002@DVR1_Ch1.asf,420.102,20160824223939470@DVR1_Ch2.asf,419.634,20160824223940220@DVR1_Ch3.asf,418.884,20160824224639104,Exposure - End,7.2,23.474
DATA_20160824223939002,20160824223939002@DVR1_Ch1.asf,523.944,20160824223939470@DVR1_Ch2.asf,523.476,20160824223940220@DVR1_Ch3.asf,522.726,20160824224822946,Exposure - Start,7.1,23.433
DATA_20160824223939002,20160824223939002@DVR1_Ch1.asf,851.348,20160824223939470@DVR1_Ch2.asf,850.88,20160824223940220@DVR1_Ch3.asf,850.13,20160824225350350,Debris - Soft rope,6.4,23.301
DATA_20160824223939002,20160824223939002@DVR1_Ch1.asf,1018.031,20160824223939470@DVR1_Ch2.asf,1017.563,20160824223940220@DVR1_Ch3.asf,1016.813,20160824225637033,Exposure - End,7.2,23.2364
DATA_20160824223939002,20160824223939002@DVR1_Ch1.asf,1210.714,20160824223939470@DVR1_Ch2.asf,1210.246,20160824223940220@DVR1_Ch3.asf,1209.496,20160824225949716,Field Joint,2,23.1647
DATA_20160824223939002,20160824223939002@DVR1_Ch1.asf,1242.915,20160824223939470@DVR1_Ch2.asf,1242.447,20160824223940220@DVR1_Ch3.asf,1241.697,20160824230021917,Field Joint,2,23.1525
DATA_20160824223939002,20160824223939002@DVR1_Ch1.asf,1294.755,20160824223939470@DVR1_Ch2.asf,1294.287,20160824223940220@DVR1_Ch3.asf,1293.537,20160824230113757,Debris - Soft rope,6.4,23.1316
DATA_20160824223939002,20160824223939002@DVR1_Ch1.asf,1327.994,20160824223939470@DVR1_Ch2.asf,1327.526,20160824223940220@DVR1_Ch3.asf,1326.776,20160824230146996,Exposure - Start,7.1,23.12
DATA_20160824223939002,20160824223939002@DVR1_Ch1.asf,1392.116,20160824223939470@DVR1_Ch2.asf,1391.648,20160824223940220@DVR1_Ch3.asf,1390.898,20160824230251118,Exposure - End,7.2,23.0983
DATA_20160824223939002,20160824223939002@DVR1_Ch1.asf,1433.076,20160824223939470@DVR1_Ch2.asf,1432.608,20160824223940220@DVR1_Ch3.asf,1431.858,20160824230332078,Anode - Bracelet - slight wastage 0-25%,1.1.1,23.084
DATA_20160824223939002,20160824223939002@DVR1_Ch1.asf,1452.876,20160824223939470@DVR1_Ch2.asf,1452.408,20160824223940220@DVR1_Ch3.asf,1451.658,20160824230351878,Field Joint,2,23.077
DATA_20160824223939002,20160824223939002@DVR1_Ch1.asf,1523.037,20160824223939470@DVR1_Ch2.asf,1522.569,20160824223940220@DVR1_Ch3.asf,1521.819,20160824230502039,Field Joint,2,23.052
DATA_20160824223939002,20160824223939002@DVR1_Ch1.asf,1541.198,20160824223939470@DVR1_Ch2.asf,1540.73,20160824223940220@DVR1_Ch3.asf,1539.98,20160824230520200,Exposure - Start,7.1,23.046
DATA_20160823163433345,20160823163433907@DVR1_Ch1.asf,134.385,20160823163434376@DVR1_Ch2.asf,133.916,20160823163433345@DVR1_Ch3.asf,134.947,20160823163648292,Measurement - CP Stab,16.2,51.493
DATA_20160824041333025,20160824041333025@DVR1_Ch1.asf,65.847,20160824041333541@DVR1_Ch2.asf,65.331,20160824041334056@DVR1_Ch3.asf,64.816,20160824041438872,Field Joint,2.0,42.2131
DATA_20160824041333025,20160824041333025@DVR1_Ch1.asf,104.287,20160824041333541@DVR1_Ch2.asf,103.771,20160824041334056@DVR1_Ch3.asf,103.256,20160824041517312,Exposure - Start,7.1,42.202
DATA_20160825153401099,20160825153401458@DVR1_Ch1.asf,134.665,20160825153401099@DVR1_Ch2.asf,135.024,20160825153402145@DVR1_Ch3.asf,133.978,20160825153616123,Debris - Boulder,6.1,10.354
DATA_20160825153401099,20160825153401458@DVR1_Ch1.asf,512.985,20160825153401099@DVR1_Ch2.asf,513.344,20160825153402145@DVR1_Ch3.asf,512.298,20160825154234443,Exposure - End,7.2,10.2
DATA_20160825153401099,20160825153401458@DVR1_Ch1.asf,601.266,20160825153401099@DVR1_Ch2.asf,601.625,20160825153402145@DVR1_Ch3.asf,600.579,20160825154402724,Exposure - Start,7.1,10.162
DATA_20160825153401099,20160825153401458@DVR1_Ch1.asf,625.867,20160825153401099@DVR1_Ch2.asf,626.226,20160825153402145@DVR1_Ch3.asf,625.18,20160825154427325,Exposure - End,7.2,10.151
DATA_20160825153401099,20160825153401458@DVR1_Ch1.asf,637.506,20160825153401099@DVR1_Ch2.asf,637.865,20160825153402145@DVR1_Ch3.asf,636.819,20160825154438964,Field Joint - Normal,2.1,10.147
DATA_20160825153401099,20160825153401458@DVR1_Ch1.asf,643.148,20160825153401099@DVR1_Ch2.asf,643.507,20160825153402145@DVR1_Ch3.asf,642.461,20160825154444606,Exposure - Start,7.1,10.145
DATA_20160825153401099,20160825153401458@DVR1_Ch1.asf,656.427,20160825153401099@DVR1_Ch2.asf,656.786,20160825153402145@DVR1_Ch3.asf,655.74,20160825154457885,Exposure - End,7.2,10.142
DATA_20160825153401099,20160825153401458@DVR1_Ch1.asf,683.947,20160825153401099@DVR1_Ch2.asf,684.306,20160825153402145@DVR1_Ch3.asf,683.26,20160825154525405,Field Joint - Normal,2.1,10.1345
DATA_20160825153401099,20160825153401458@DVR1_Ch1.asf,765.428,20160825153401099@DVR1_Ch2.asf,765.787,20160825153402145@DVR1_Ch3.asf,764.741,20160825154646886,Field Joint - Normal,2.1,10.121
DATA_20160823204314007,20160823204314007@DVR1_Ch1.asf,85.309,20160823204314320@DVR1_Ch2.asf,84.996,20160823204314679@DVR1_Ch3.asf,84.637,20160823204439316,Anode - Bracelet - slight wastage 0-25%,1.1.1,47.98
DATA_20160823204314007,20160823204314007@DVR1_Ch1.asf,259.671,20160823204314320@DVR1_Ch2.asf,259.358,20160823204314679@DVR1_Ch3.asf,258.999,20160823204733678,Debris - Other soft debris,6.15,47.925
DATA_20160823204314007,20160823204314007@DVR1_Ch1.asf,512.915,20160823204314320@DVR1_Ch2.asf,512.602,20160823204314679@DVR1_Ch3.asf,512.243,20160823205146922,Debris - Netting,6.2,47.836
DATA_20160823204314007,20160823204314007@DVR1_Ch1.asf,537.875,20160823204314320@DVR1_Ch2.asf,537.562,20160823204314679@DVR1_Ch3.asf,537.203,20160823205211882,Anode - Bracelet - slight wastage 0-25%,1.1.1,47.828
DATA_20160823204314007,20160823204314007@DVR1_Ch1.asf,625.156,20160823204314320@DVR1_Ch2.asf,624.843,20160823204314679@DVR1_Ch3.asf,624.484,20160823205339163,Measurement - CP Stab,16.2,47.828
DATA_20160823204314007,20160823204314007@DVR1_Ch1.asf,696.997,20160823204314320@DVR1_Ch2.asf,696.684,20160823204314679@DVR1_Ch3.asf,696.325,20160823205451004,Debris - Netting,6.2,47.825
DATA_20160823204314007,20160823204314007@DVR1_Ch1.asf,797.919,20160823204314320@DVR1_Ch2.asf,797.606,20160823204314679@DVR1_Ch3.asf,797.247,20160823205631926,Debris - Netting,6.2,47.793
DATA_20160823204314007,20160823204314007@DVR1_Ch1.asf,828.719,20160823204314320@DVR1_Ch2.asf,828.406,20160823204314679@DVR1_Ch3.asf,828.047,20160823205702726,Field Joint,2,47.783
DATA_20160823204314007,20160823204314007@DVR1_Ch1.asf,896.32,20160823204314320@DVR1_Ch2.asf,896.007,20160823204314679@DVR1_Ch3.asf,895.648,20160823205810327,Exposure - Start,7.1,47.76
DATA_20160823204314007,20160823204314007@DVR1_Ch1.asf,1249.844,20160823204314320@DVR1_Ch2.asf,1249.531,20160823204314679@DVR1_Ch3.asf,1249.172,20160823210403851,Exposure - End,7.2,47.631
DATA_20160823204314007,20160823204314007@DVR1_Ch1.asf,1320.765,20160823204314320@DVR1_Ch2.asf,1320.452,20160823204314679@DVR1_Ch3.asf,1320.093,20160823210514772,Field Joint,2,47.6042
DATA_20160823204314007,20160823204314007@DVR1_Ch1.asf,1336.886,20160823204314320@DVR1_Ch2.asf,1336.573,20160823204314679@DVR1_Ch3.asf,1336.214,20160823210530893,Debris - Netting,6.2,47.598
DATA_20160823204314007,20160823204314007@DVR1_Ch1.asf,1427.287,20160823204314320@DVR1_Ch2.asf,1426.974,20160823204314679@DVR1_Ch3.asf,1426.615,20160823210701294,Exposure - Start,7.1,47.5666
DATA_20160823204314007,20160823204314007@DVR1_Ch1.asf,1587.929,20160823204314320@DVR1_Ch2.asf,1587.616,20160823204314679@DVR1_Ch3.asf,1587.257,20160823210941936,Exposure - End,7.2,47.5091
DATA_20160823204314007,20160823204314007@DVR1_Ch1.asf,1659.81,20160823204314320@DVR1_Ch2.asf,1659.497,20160823204314679@DVR1_Ch3.asf,1659.138,20160823211053817,Debris - Scaffold tube,6.5,47.4852
DATA_20160823063619914,20160823063619914@DVR1_Ch1.asf,204.008,20160823063620148@DVR1_Ch2.asf,203.774,20160823063620398@DVR1_Ch3.asf,203.524,20160823063943922,Exposure - End,7.2,57.3271
DATA_20160823063619914,20160823063619914@DVR1_Ch1.asf,214.688,20160823063620148@DVR1_Ch2.asf,214.454,20160823063620398@DVR1_Ch3.asf,214.204,20160823063954602,Debris - Metalwork,6.7,57.3252
DATA_20160823063619914,20160823063619914@DVR1_Ch1.asf,310.49,20160823063620148@DVR1_Ch2.asf,310.256,20160823063620398@DVR1_Ch3.asf,310.006,20160823064130404,Field Joint,2.0,57.3046
DATA_20160823063619914,20160823063619914@DVR1_Ch1.asf,354.292,20160823063620148@DVR1_Ch2.asf,354.058,20160823063620398@DVR1_Ch3.asf,353.808,20160823064214206,Debris - Wire rope,6.3,57.2918
DATA_20160823063619914,20160823063619914@DVR1_Ch1.asf,690.22,20160823063620148@DVR1_Ch2.asf,689.986,20160823063620398@DVR1_Ch3.asf,689.736,20160823064750134,Field Joint - Normal,2.1,57.1896
DATA_20160823063619914,20160823063619914@DVR1_Ch1.asf,729.301,20160823063620148@DVR1_Ch2.asf,729.067,20160823063620398@DVR1_Ch3.asf,728.817,20160823064829215,Field Joint - Normal,2.1,57.1769
DATA_20160823063619914,20160823063619914@DVR1_Ch1.asf,773.062,20160823063620148@DVR1_Ch2.asf,772.828,20160823063620398@DVR1_Ch3.asf,772.578,20160823064912976,Field Joint - Normal,2.1,57.1638
DATA_20160823063619914,20160823063619914@DVR1_Ch1.asf,780.822,20160823063620148@DVR1_Ch2.asf,780.588,20160823063620398@DVR1_Ch3.asf,780.338,20160823064920736,Exposure - Start,7.1,57.1616
DATA_20160903200728025,20160903200728025@DVR1_Ch1.asf,529.778,20160903200728307@DVR1_Ch2.asf,529.496,20160903200728697@DVR1_Ch3.asf,529.106,20160903201617803,Exposure - Start,7.1,5.9326
DATA_20160903200728025,20160903200728025@DVR1_Ch1.asf,545.138,20160903200728307@DVR1_Ch2.asf,544.856,20160903200728697@DVR1_Ch3.asf,544.466,20160903201633163,Span - Start,8.1,5.9353
DATA_20160903200728025,20160903200728025@DVR1_Ch1.asf,637.899,20160903200728307@DVR1_Ch2.asf,637.617,20160903200728697@DVR1_Ch3.asf,637.227,20160903201805924,Span - End,8.2,5.9423
DATA_20160903200728025,20160903200728025@DVR1_Ch1.asf,696.22,20160903200728307@DVR1_Ch2.asf,695.938,20160903200728697@DVR1_Ch3.asf,695.548,20160903201904245,Measurement - CP Stab,16.2,5.9423
DATA_20160903200728025,20160903200728025@DVR1_Ch1.asf,745.861,20160903200728307@DVR1_Ch2.asf,745.579,20160903200728697@DVR1_Ch3.asf,745.189,20160903201953886,Measurement - CP Stab,16.2,5.9425
DATA_20160903200728025,20160903200728025@DVR1_Ch1.asf,1296.629,20160903200728307@DVR1_Ch2.asf,1296.347,20160903200728697@DVR1_Ch3.asf,1295.957,20160903202904654,Other Fixed - Pipe bend,4.11,5.9621
DATA_20160903200728025,20160903200728025@DVR1_Ch1.asf,1298.809,20160903200728307@DVR1_Ch2.asf,1298.527,20160903200728697@DVR1_Ch3.asf,1298.137,20160903202906834,Exposure - End,7.2,5.9621
DATA_20160903200728025,20160903200728025@DVR1_Ch1.asf,1298.909,20160903200728307@DVR1_Ch2.asf,1298.627,20160903200728697@DVR1_Ch3.asf,1298.237,20160903202906934,Survey Section - End of - Pipe exposed,12.2.1,5.9621
DATA_20160825065419013,20160825065419013@DVR1_Ch1.asf,130.761,20160825065419420@DVR1_Ch2.asf,130.354,20160825065419779@DVR1_Ch3.asf,129.995,20160825065629774,Debris - Boulder,6.1,13.545
DATA_20160825065419013,20160825065419013@DVR1_Ch1.asf,140.691,20160825065419420@DVR1_Ch2.asf,140.284,20160825065419779@DVR1_Ch3.asf,139.925,20160825065639704,Debris - Other soft debris,6.15,13.541
DATA_20160824170910042,20160824170910542@DVR1_Ch1.asf,577.166,20160824170910042@DVR1_Ch2.asf,577.666,20160824170910933@DVR1_Ch3.asf,576.775,20160824171847708,Debris - Chain or cable,6.12,30.0999
DATA_20160824170910042,20160824170910542@DVR1_Ch1.asf,698.128,20160824170910042@DVR1_Ch2.asf,698.628,20160824170910933@DVR1_Ch3.asf,697.737,20160824172048670,Debris - Soft rope,6.4,30.065
DATA_20160823163159529,20160823163159763@DVR1_Ch1.asf,13.231,20160823163200247@DVR1_Ch2.asf,12.747,20160823163159529@DVR1_Ch3.asf,13.465,20160823163212994,Measurement - CP Stab,16.2,51.487
DATA_20160908123455129,20160908123455535@DVR1_Ch1.asf,-0.406,20160908123455832@DVR1_Ch2.asf,-0.703,20160908123456520@DVR1_Ch3.asf,-1.391,20160908123455129,Survey Section - Start of - Pipe buried,12.1.2,4.7
DATA_20160903103728002,20160903103728002@DVR1_Ch1.asf,89.055,20160903103728659@DVR1_Ch2.asf,88.398,20160903103729409@DVR1_Ch3.asf,87.648,20160903103857057,Exposure - Start,7.1,14.698
DATA_20160903103728002,20160903103728002@DVR1_Ch1.asf,167.136,20160903103728659@DVR1_Ch2.asf,166.479,20160903103729409@DVR1_Ch3.asf,165.729,20160903104015138,Span - Start,8.1,14.698
DATA_20160903103728002,20160903103728002@DVR1_Ch1.asf,369.099,20160903103728659@DVR1_Ch2.asf,368.442,20160903103729409@DVR1_Ch3.asf,367.692,20160903104337101,Other Fixed - Flange,4.4,14.6896
DATA_20160903103728002,20160903103728002@DVR1_Ch1.asf,465.581,20160903103728659@DVR1_Ch2.asf,464.924,20160903103729409@DVR1_Ch3.asf,464.174,20160903104513583,Measurement - CP Stab,16.2,14.698
DATA_20160903103728002,20160903103728002@DVR1_Ch1.asf,501.9,20160903103728659@DVR1_Ch2.asf,501.243,20160903103729409@DVR1_Ch3.asf,500.493,20160903104549902,Measurement - CP Stab,16.2,14.6856
DATA_20160903103728002,20160903103728002@DVR1_Ch1.asf,519.341,20160903103728659@DVR1_Ch2.asf,518.684,20160903103729409@DVR1_Ch3.asf,517.934,20160903104607343,Span - End,8.2,14.6851
DATA_20160903103728002,20160903103728002@DVR1_Ch1.asf,526.421,20160903103728659@DVR1_Ch2.asf,525.764,20160903103729409@DVR1_Ch3.asf,525.014,20160903104614423,Exposure - End,7.2,14.6849
DATA_20160903103728002,20160903103728002@DVR1_Ch1.asf,557.021,20160903103728659@DVR1_Ch2.asf,556.364,20160903103729409@DVR1_Ch3.asf,555.614,20160903104645023,Survey Section - End of - Pipe exposed,12.2.1,14.698
DATA_20160908023709012,20160908023709012@DVR1_Ch1.asf,5.033,20160908023709356@DVR1_Ch2.asf,4.689,20160908023709996@DVR1_Ch3.asf,4.049,20160908023714045,Field Joint - Normal,2.1,0.583
DATA_20160908023709012,20160908023709012@DVR1_Ch1.asf,45.113,20160908023709356@DVR1_Ch2.asf,44.769,20160908023709996@DVR1_Ch3.asf,44.129,20160908023754125,Field Joint - Normal,2.1,0.571
DATA_20160908023709012,20160908023709012@DVR1_Ch1.asf,53.273,20160908023709356@DVR1_Ch2.asf,52.929,20160908023709996@DVR1_Ch3.asf,52.289,20160908023802285,Exposure - intermittent start,7.4,0.569
DATA_20160908023709012,20160908023709012@DVR1_Ch1.asf,97.834,20160908023709356@DVR1_Ch2.asf,97.49,20160908023709996@DVR1_Ch3.asf,96.85,20160908023846846,Survey Section - End of - Pipe buried,12.2.2,0.556
DATA_20160825222350026,20160825222350026@DVR1_Ch1.asf,163.105,20160825222350417@DVR1_Ch2.asf,162.714,20160825222350682@DVR1_Ch3.asf,162.449,20160825222633131,Debris - Boulder,6.1,1.406
DATA_20160825222350026,20160825222350026@DVR1_Ch1.asf,702.074,20160825222350417@DVR1_Ch2.asf,701.683,20160825222350682@DVR1_Ch3.asf,701.418,20160825223532100,Survey Section - End of - Pipe buried,12.2.2,1.199
DATA_20160824213937000,20160824213937000@DVR1_Ch1.asf,303.378,20160824213937360@DVR1_Ch2.asf,303.018,20160824213937938@DVR1_Ch3.asf,302.44,20160824214440378,Debris - Other soft debris,6.15,24.681
DATA_20160824213937000,20160824213937000@DVR1_Ch1.asf,528.625,20160824213937360@DVR1_Ch2.asf,528.265,20160824213937938@DVR1_Ch3.asf,527.687,20160824214825625,Debris - Boulder,6.1,24.599
DATA_20160824213937000,20160824213937000@DVR1_Ch1.asf,935.474,20160824213937360@DVR1_Ch2.asf,935.114,20160824213937938@DVR1_Ch3.asf,934.536,20160824215512474,Debris - Boulder,6.1,24.447
DATA_20160824213937000,20160824213937000@DVR1_Ch1.asf,1010.877,20160824213937360@DVR1_Ch2.asf,1010.517,20160824213937938@DVR1_Ch3.asf,1009.939,20160824215627877,Exposure - End,7.2,24.417
DATA_20160824213937000,20160824213937000@DVR1_Ch1.asf,1045.877,20160824213937360@DVR1_Ch2.asf,1045.517,20160824213937938@DVR1_Ch3.asf,1044.939,20160824215702877,Field Joint,2.0,24.4033
DATA_20160824213937000,20160824213937000@DVR1_Ch1.asf,1081.038,20160824213937360@DVR1_Ch2.asf,1080.678,20160824213937938@DVR1_Ch3.asf,1080.1,20160824215738038,Field Joint,2.0,24.3901
DATA_20160824213937000,20160824213937000@DVR1_Ch1.asf,1178.64,20160824213937360@DVR1_Ch2.asf,1178.28,20160824213937938@DVR1_Ch3.asf,1177.702,20160824215915640,Measurement - CP Stab,16.2,24.39
DATA_20160907181510910,20160907181511425@DVR1_Ch1.asf,1.638,20160907181512050@DVR1_Ch2.asf,1.013,20160907181512722@DVR1_Ch3.asf,0.341,20160907181513063,Survey Section - Start of - Pipe exposed,12.1.1,0.49
DATA_20160907181510910,20160907181511425@DVR1_Ch1.asf,4.199,20160907181512050@DVR1_Ch2.asf,3.574,20160907181512722@DVR1_Ch3.asf,2.902,20160907181515624,Exposure - Start,7.1,0.49
DATA_20160907181510910,20160907181511425@DVR1_Ch1.asf,127.44,20160907181512050@DVR1_Ch2.asf,126.815,20160907181512722@DVR1_Ch3.asf,126.143,20160907181718865,Exposure - End,7.2,0.499
DATA_20160907181510910,20160907181511425@DVR1_Ch1.asf,314.923,20160907181512050@DVR1_Ch2.asf,314.298,20160907181512722@DVR1_Ch3.asf,313.626,20160907182026348,Exposure - Start,7.1,0.529
DATA_20160907181510910,20160907181511425@DVR1_Ch1.asf,402.764,20160907181512050@DVR1_Ch2.asf,402.139,20160907181512722@DVR1_Ch3.asf,401.467,20160907182154189,Field Joint - Normal,2.1,0.544
DATA_20160825002104019,20160825002104019@DVR1_Ch1.asf,75.615,20160825002104551@DVR1_Ch2.asf,75.083,20160825002104988@DVR1_Ch3.asf,74.646,20160825002219634,Debris - Boulder,6.1,21.798
DATA_20160825002104019,20160825002104019@DVR1_Ch1.asf,1162.71,20160825002104551@DVR1_Ch2.asf,1162.178,20160825002104988@DVR1_Ch3.asf,1161.741,20160825004026729,Exposure - End,7.2,21.439
DATA_20160825002104019,20160825002104019@DVR1_Ch1.asf,1216.871,20160825002104551@DVR1_Ch2.asf,1216.339,20160825002104988@DVR1_Ch3.asf,1215.902,20160825004120890,Anode - Bracelet - slight wastage 0-25%,1.1.1,21.4208
DATA_20160825002104019,20160825002104019@DVR1_Ch1.asf,1490.955,20160825002104551@DVR1_Ch2.asf,1490.423,20160825002104988@DVR1_Ch3.asf,1489.986,20160825004554974,Debris - Other hard debris,6.14,21.324
DATA_20160825002104019,20160825002104019@DVR1_Ch1.asf,1635.197,20160825002104551@DVR1_Ch2.asf,1634.665,20160825002104988@DVR1_Ch3.asf,1634.228,20160825004819216,Anode - Bracelet - slight wastage 0-25%,1.1.1,21.273
DATA_20160823182722030,20160823182722030@DVR1_Ch1.asf,34.569,20160823182722764@DVR1_Ch2.asf,33.835,20160823182723436@DVR1_Ch3.asf,33.163,20160823182756599,Field Joint,2,50.1818
DATA_20160823182722030,20160823182722030@DVR1_Ch1.asf,128.57,20160823182722764@DVR1_Ch2.asf,127.836,20160823182723436@DVR1_Ch3.asf,127.164,20160823182930600,Exposure - Start,7.1,50.1498
DATA_20160823182722030,20160823182722030@DVR1_Ch1.asf,173.051,20160823182722764@DVR1_Ch2.asf,172.317,20160823182723436@DVR1_Ch3.asf,171.645,20160823183015081,Exposure - End,7.2,50.133
DATA_20160823182722030,20160823182722030@DVR1_Ch1.asf,221.212,20160823182722764@DVR1_Ch2.asf,220.478,20160823182723436@DVR1_Ch3.asf,219.806,20160823183103242,Field Joint,2,50.1162
DATA_20160823182722030,20160823182722030@DVR1_Ch1.asf,237.132,20160823182722764@DVR1_Ch2.asf,236.398,20160823182723436@DVR1_Ch3.asf,235.726,20160823183119162,Anode - Bracelet - slight wastage 0-25%,1.1.1,50.1102
DATA_20160823182722030,20160823182722030@DVR1_Ch1.asf,440.895,20160823182722764@DVR1_Ch2.asf,440.161,20160823182723436@DVR1_Ch3.asf,439.489,20160823183442925,Measurement - CP Stab,16.2,50.11
DATA_20160824161637016,20160824161637016@DVR1_Ch1.asf,77.761,20160824161637532@DVR1_Ch2.asf,77.245,20160824161638157@DVR1_Ch3.asf,76.62,20160824161754777,Debris - Wire rope,6.3,31.3127
DATA_20160823094006041,20160823094006041@DVR1_Ch1.asf,112.471,20160823094006463@DVR1_Ch2.asf,112.049,20160823094006885@DVR1_Ch3.asf,111.627,20160823094158512,Anode - Bracelet - slight wastage 0-25%,1.1.1,55.162
DATA_20160823094006041,20160823094006041@DVR1_Ch1.asf,662.958,20160823094006463@DVR1_Ch2.asf,662.536,20160823094006885@DVR1_Ch3.asf,662.114,20160823095108999,Anode - Bracelet - slight wastage 0-25%,1.1.1,55.011
DATA_20160823094006041,20160823094006041@DVR1_Ch1.asf,1214.126,20160823094006463@DVR1_Ch2.asf,1213.704,20160823094006885@DVR1_Ch3.asf,1213.282,20160823100020167,Anode - Bracelet - slight wastage 0-25%,1.1.1,54.862
DATA_20160823094006041,20160823094006041@DVR1_Ch1.asf,1551.169,20160823094006463@DVR1_Ch2.asf,1550.747,20160823094006885@DVR1_Ch3.asf,1550.325,20160823100557210,Debris - Metalwork,6.7,54.761
DATA_20160823094006041,20160823094006041@DVR1_Ch1.asf,1638.891,20160823094006463@DVR1_Ch2.asf,1638.469,20160823094006885@DVR1_Ch3.asf,1638.047,20160823100724932,Field Joint,2,54.739
DATA_20160823094006041,20160823094006041@DVR1_Ch1.asf,1686.371,20160823094006463@DVR1_Ch2.asf,1685.949,20160823094006885@DVR1_Ch3.asf,1685.527,20160823100812412,Field Joint,2,54.725
DATA_20160908092332148,20160908092332820@DVR1_Ch1.asf,17.362,20160908092333039@DVR1_Ch2.asf,17.143,20160908092333304@DVR1_Ch3.asf,16.878,20160908092350182,Survey Section - End of - Pipe buried,12.2.2,0.573
DATA_20160908092332148,20160908092332820@DVR1_Ch1.asf,1225.139,20160908092333039@DVR1_Ch2.asf,1224.92,20160908092333304@DVR1_Ch3.asf,1224.655,20160908094357959,Exposure - End,7.2,0.091
DATA_20160908092332148,20160908092332820@DVR1_Ch1.asf,1277.02,20160908092333039@DVR1_Ch2.asf,1276.801,20160908092333304@DVR1_Ch3.asf,1276.536,20160908094449840,Field Joint - Normal,2.1,0.069
DATA_20160908092332148,20160908092332820@DVR1_Ch1.asf,1468.342,20160908092333039@DVR1_Ch2.asf,1468.123,20160908092333304@DVR1_Ch3.asf,1467.858,20160908094801162,Other Fixed - Flange,4.4,0.007
DATA_20160908092332148,20160908092332820@DVR1_Ch1.asf,1631.065,20160908092333039@DVR1_Ch2.asf,1630.846,20160908092333304@DVR1_Ch3.asf,1630.581,20160908095043885,Measurement - CP Stab,16.2,-0.002
DATA_20160908092332148,20160908092332820@DVR1_Ch1.asf,1772.987,20160908092333039@DVR1_Ch2.asf,1772.768,20160908092333304@DVR1_Ch3.asf,1772.503,20160908095305807,Measurement - CP Stab,16.2,0.006
DATA_20160824220938010,20160824220938010@DVR1_Ch1.asf,36.021,20160824220938307@DVR1_Ch2.asf,35.724,20160824220938557@DVR1_Ch3.asf,35.474,20160824221014031,Field Joint,2,24.378
DATA_20160824220938010,20160824220938010@DVR1_Ch1.asf,74.462,20160824220938307@DVR1_Ch2.asf,74.165,20160824220938557@DVR1_Ch3.asf,73.915,20160824221052472,Field Joint,2,24.365
DATA_20160824220938010,20160824220938010@DVR1_Ch1.asf,106.142,20160824220938307@DVR1_Ch2.asf,105.845,20160824220938557@DVR1_Ch3.asf,105.595,20160824221124152,Exposure - Start,7.1,24.355
DATA_20160824220938010,20160824220938010@DVR1_Ch1.asf,584.269,20160824220938307@DVR1_Ch2.asf,583.972,20160824220938557@DVR1_Ch3.asf,583.722,20160824221922279,Debris - Other soft debris,6.15,24.159
DATA_20160824220938010,20160824220938010@DVR1_Ch1.asf,922.434,20160824220938307@DVR1_Ch2.asf,922.137,20160824220938557@DVR1_Ch3.asf,921.887,20160824222500444,Exposure - End,7.2,24.021
